id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
69810,"Live Beneath Live Oaks in a Bright, Intimate House",82762,Dolina,,78704,30.2309,-97.76619,Entire home/apt,,2,445,2022-03-08,2.65,1,0,0,
70812,1 Bedroom Apt; Above the Studio,268988,Stephanie,,78704,30.24648,-97.74913,Entire home/apt,165,2,188,2024-11-11,1.12,1,61,7,
72833,"Private, Detached Cottage with Full Kitchen",378744,Ellen And Andy,,78731,30.313,-97.75066,Entire home/apt,,3,413,2023-03-26,2.47,1,0,0,
73005,3BR Convenient Gated Townhome w/ Pool Access!,128514,Vivian,,78727,30.41419,-97.73183,Entire home/apt,297,4,45,2024-11-03,0.27,1,178,1,
73289,Simple 2/2 in Central Austin,382510,Christina,,78705,30.29016,-97.74478,Entire home/apt,111,30,62,2024-06-29,0.37,2,194,2,
74318,Private Guest House 78704,387918,Amy & Justin,,78704,30.24473,-97.77923,Entire home/apt,81,2,259,2024-10-28,1.55,2,332,9,
75957,Charming 1 bedroom Guesthouse Apt. in Tarrytown,404260,Kelly,,78703,30.29033,-97.76886,Entire home/apt,118,2,478,2024-11-24,2.85,2,140,32,
76501,Upstairs Flat in Central Austin,408534,Kevin And Bob,,78722,30.29192,-97.71939,Entire home/apt,125,2,239,2024-10-20,1.42,2,87,8,
76911,EastSideLavishness- A Stay of Comfort and Joy,394012,Cole,,78702,30.26945,-97.72491,Entire home/apt,,2,206,2023-10-29,1.75,1,0,0,
76925,Comfy Digs in East Austin,411190,Lynn,,78702,30.25505,-97.72552,Entire home/apt,,2,16,2019-05-27,0.10,1,0,0,
77635,"Retro 60's Home,Walk to Zilker,Yard",416628,Carlos,,78704,30.25003,-97.77991,Entire home/apt,125,3,17,2024-10-20,0.11,2,362,2,
77639,Sweet South Austin Spot,416628,Carlos,,78704,30.25023,-97.77985,Entire home/apt,179,2,57,2023-10-15,0.46,2,364,0,
78035,Modern Gem featured by Dwell. Pool + HotTub.,419192,Keith And Shannon,,78704,30.25659,-97.76772,Entire home/apt,750,30,91,2022-10-17,0.96,2,153,0,
78127,Downtown Luxury Home/ Clean/ PERFECT LOCATION,419707,Julia,,78701,30.27672,-97.74799,Entire home/apt,,1,6,2019-05-26,0.04,3,0,0,
78422,Living the Dream on Richardine (3br 1ba E. Austin),421002,E. Dixie,,78702,30.27443,-97.71135,Entire home/apt,85,4,34,2024-08-28,0.20,1,175,10,
78884,Cozy Barton Hills Studio | Walk to Zilker Park,2157243,Sean,,78704,30.26126,-97.77358,Entire home/apt,97,2,206,2024-09-17,1.23,7,75,7,
79100,Bungalow-Pool-Hot Tub-51st Area- G.Fiber-Monthly,425706,Robert,,78723,30.30933,-97.6952,Entire home/apt,93,5,42,2024-11-09,0.29,1,179,4,
79603,Beautiful Bouldin Cottage - 78704,428883,Beau,,78704,30.24948,-97.75896,Entire home/apt,199,2,147,2024-11-17,0.88,1,15,7,
79768,East-Side Bungalow,430091,Shawn,,78702,30.26035,-97.73253,Entire home/apt,,4,34,2019-03-11,0.21,2,0,0,
82033,"Clean and quiet 3/2, in Mueller area.",445746,Kimberly,,78723,30.30393,-97.68872,Entire home/apt,,2,4,2021-05-30,0.05,1,179,0,
83643,Fun Central Austin Convenience,456230,Michele,,78752,30.32395,-97.71851,Private room,57,2,303,2024-11-24,1.88,2,332,20,
84771,Campus Retreat,321037,Lucien,,78705,30.29386,-97.74188,Entire home/apt,,2,12,2018-01-01,0.14,2,0,0,
89475,"2 Living Rooms, Lots of Big Beds! 3 king, 2 queen",487072,Greg & Amanda,,78757,30.35681,-97.72618,Entire home/apt,344,45,125,2024-07-14,0.83,12,348,4,
90898,"Artsy, Cozy, and Fun; Our Travis Heights 2-1",236847,Lester,,78704,30.24498,-97.74935,Entire home/apt,221,1,117,2024-10-21,0.71,2,365,4,
90957,"SOCO Austin, TX Guest Room in 2Bedroom House",236847,Lester,,78704,30.24574,-97.74828,Private room,86,1,11,2024-04-13,0.07,2,365,3,
104386,South Austin Cottage 78704 - 2BR,543367,Mary,,78704,30.24111,-97.76316,Entire home/apt,150,31,139,2023-11-16,0.84,1,298,0,
109005,Historic Artist Bungalow near Town Lake Trail,552705,"Amanda (Marz, Nickname)",,78703,30.282673315905875,-97.76861987810229,Entire home/apt,112,2,35,2024-11-03,0.34,1,47,18,
113779,Spacious 1BR w/ Office in Hyde Park,578211,Pete,,78751,30.302697072020656,-97.72945057695215,Entire home/apt,109,20,110,2024-12-09,0.70,10,311,8,
116014,SXSW LAST MINUTE Downtown Space,419707,Julia,,78701,30.27521,-97.74793,Entire home/apt,,1,2,2019-04-14,0.01,3,0,0,
128326,Austin City Limits-Private Pool-by Nature Preserve,634580,Morrie And Rachel,,78736,30.24309,-98.0028,Entire home/apt,263,3,91,2024-06-09,0.56,1,362,1,
140474,Historic Hyde Park Home By Downtown,578211,Pete,,78751,30.302150849943853,-97.73045704342533,Entire home/apt,85,14,100,2024-11-26,0.62,10,343,10,
140504,1915 Home w/1BR With Modern Flare,578211,Pete,,78751,30.30397191433578,-97.73037344431609,Entire home/apt,120,20,111,2024-08-25,0.69,10,350,10,
145210,Maiden Lane Guesthouse,475506,Dan,,78705,30.30203,-97.74235,Entire home/apt,130,30,212,2024-07-31,1.44,2,322,4,
154103,"4 BDR Home Ideal for SXSW, F1, ACL",741170,Scott,,78704,30.25103,-97.7814,Entire home/apt,415,3,15,2022-03-16,0.09,1,95,0,
158398,"Barton Hills Oasis, SXSW, close to Zilker!",760426,Lis,,78704,30.25288,-97.78491,Entire home/apt,999,4,19,2023-10-23,0.12,1,316,0,
167459,SXSW and ACL 4 bedroom in Austin!,628942,Marnie,,78746,30.27767,-97.79126,Entire home/apt,800,3,8,2022-02-22,0.05,1,362,0,
174828,Light & Airy Central Austin Retreat!,835236,Jenny,,78752,30.33238,-97.71233,Entire home/apt,207,2,393,2024-11-29,2.44,1,118,14,
184853,78704  Austin Getaway Two Bedroom monthly rental.,518748,Rachel,,78704,30.24106,-97.77315,Entire home/apt,135,30,12,2024-11-30,0.17,1,98,3,
195674,"Large Zilker Home, Downtown- SOCO-ACL!",951551,Lori,,78704,30.25775,-97.76703,Entire home/apt,650,2,43,2024-10-20,0.30,1,352,2,
202187,South Congress Apartment,989596,John,,78704,30.24867,-97.74678,Entire home/apt,75,1,1076,2024-11-29,6.68,2,199,69,
207054,2/1 Mid-Century Home 1 mile from Downtown,1018853,Merri G,,78741,30.24434,-97.73069,Entire home/apt,,2,229,2024-10-14,1.43,1,0,17,
208897,Bright & Cozy Haven in East Austin,1029071,Suzanne,,78702,30.263203,-97.699829,Entire home/apt,176,2,189,2024-11-17,1.44,1,177,24,
210834,Travis Heights 3BR cottage/walk to S Congress,1039968,Megan,,78704,30.2527,-97.74385,Entire home/apt,313,3,22,2024-02-28,0.15,2,131,3,
216473,The Cliff Studio,1117367,H. G.,,78704,30.26293,-97.76403,Entire home/apt,133,2,2,2024-10-13,0.37,1,286,2,
218402,New to Austin?  Perfect WFH Suite!,1129520,Paulette,,78754,30.36145,-97.64397,Private room,34,28,34,2024-12-08,0.21,1,336,5,
219168,SOCO Living,1134580,Kalu,,78704,30.24519,-97.74486,Entire home/apt,,2,8,2016-10-09,0.05,1,0,0,
222986,Circa 1899 Luxe Spa House - Walk DT,1157982,Lyon,,78702,30.25753,-97.7313,Entire home/apt,500,20,53,2017-10-01,0.33,5,260,0,
224603,Modern Studio Loft,1169129,Kristy,,78751,30.30732,-97.72782,Entire home/apt,125,60,117,2024-04-06,0.73,1,292,1,
227372,The Iconic Allen's Boots Clubhouse!,51183342,Hunter,,78704,30.247942,-97.749763,Entire home/apt,220,1,308,2024-12-05,1.98,7,93,31,
233930,The Treehouse 1930's Hyde Park Home,578211,Pete,,78751,30.30289,-97.72961,Entire home/apt,139,20,123,2024-11-23,0.78,10,308,17,
238657,Hill House in Wonderful Bouldin!,1250939,Carole,,78704,30.252,-97.75628,Entire home/apt,142,2,266,2024-12-09,2.31,4,258,51,
240541,Stay in the Birdhouse! East/Downtow,1246229,Elizabeth,,78702,30.25424,-97.72587,Entire home/apt,44,1,892,2024-11-27,5.72,3,69,80,
248515,Cute Eastside Bungalow -  Perfect Austin Base,1208485,Caitlin,,78702,30.25572,-97.72874,Entire home/apt,125,2,230,2024-11-29,1.48,2,51,32,
252804,"» 2 bed, sleeps 4, 2 miles to DT",1327500,Brooks,,78704,30.23254,-97.75479,Entire home/apt,,3,91,2021-09-24,0.57,1,0,0,
254232,Exceptional Luxury Home Central Austin,1335409,Eric,,78703,30.278654098510742,-97.75550842285156,Entire home/apt,684,4,13,2024-10-21,0.08,2,319,4,
271052,Entire Condo is South Austin 78704!,1418696,Kelsey,,78704,30.25367,-97.77253,Entire home/apt,150,3,68,2024-11-05,0.44,1,359,16,
277028,One of a kind stay In the Heart of ATX,746455,Michael,,78703,30.28332,-97.76272,Entire home/apt,205,1,127,2024-10-21,0.80,5,264,9,
281182,House in East Austin-great location&near rail,1465788,Michelle,,78702,30.28032,-97.70708,Entire home/apt,300,2,60,2024-11-29,0.39,1,83,6,
282342,3bedroom 2.5bath Kitchen Garage 30days EV CHRGR,1471597,Teresa,,78758,30.36774,-97.7078,Entire home/apt,,30,32,2023-12-21,0.20,1,0,1,
295275,Stylish 3/2/2 with large backyard,1282837,Joseph,,78745,30.19037,-97.79003,Entire home/apt,191,30,70,2024-11-15,0.45,1,363,3,
300574,Historic So Austin RetroHipGroovy LoftCottage78704,167892,Veronica,,78704,30.25508,-97.75767,Entire home/apt,135,2,484,2024-11-17,3.10,1,349,21,
304808,Spanish Hacienda mile from downtown,1566930,Chris,,78702,30.2733,-97.7269,Private room,81,2,395,2024-11-25,2.51,1,349,21,
304866,Big cute clean Casita in SxSAustin TX!,1568741,Jim O',,78745,30.20943,-97.77117,Entire home/apt,79,2,193,2024-10-20,1.23,18,363,11,
305392,SXSW * Eastside * Walk everywhere!,117233,Paige,,78702,30.25688,-97.73244,Entire home/apt,,3,13,2022-03-17,0.09,1,0,0,
315239,Very convenient for SxSW,1617870,John,,78745,30.21467,-97.77901,Entire home/apt,600,3,2,2014-03-17,0.01,1,365,0,
316630,"Hip, convenient home in 78704!",1626165,Gretchen,,78704,30.25472,-97.75562,Entire home/apt,,3,9,2015-03-24,0.06,1,0,0,
319759,Swanky Townhome+Rooftop | Downtown | 6th Street!,814883,Kristen,,78702,30.2656766,-97.7332943,Entire home/apt,419,1,353,2024-11-21,2.27,13,350,29,
319887,Quaint East Austin 2BR SXSW 2016,1640158,Jeremy,,78702,30.25328,-97.72968,Entire home/apt,,4,2,2015-03-18,0.02,1,0,0,
319894,The Perfect Austin Modern Home,1640172,Gary,,78724,30.28354,-97.64966,Entire home/apt,187,2,227,2024-11-29,1.46,1,260,23,
322834,Spacious 3/2 East Austin Home,3797734,Leslie And Dylan,,78702,30.26849,-97.71874,Entire home/apt,,4,47,2018-03-25,0.30,1,0,0,
323733,4th St Loft in Downtown Austin!,1654178,Erik,,78701,30.26843,-97.74548,Entire home/apt,,1,360,2019-10-25,2.32,1,0,0,
324480,Charming Central Austin Apartment,1660476,Mark,,78705,30.29905,-97.73881,Entire home/apt,,30,1,2022-09-20,0.04,2,364,0,
325889,"Fun House, Fantastic Location, Jacuzzi, Vid Games",1666874,Brian,,78704,30.24583,-97.75472,Entire home/apt,399,3,106,2024-10-13,0.68,1,343,12,
329172,"Hillside designer home,10 min.dwntn",1680871,Janet,,78746,30.30085,-97.80794,Entire home/apt,495,3,7,2022-08-07,0.05,1,363,0,
329306,"Urban Homestead, 5 minutes to downtown",880571,Angel,,78702,30.27232,-97.72579,Private room,64,2,658,2024-11-28,4.24,5,75,39,
330301,Entire Upstairs Near Apple & Domain with Hottub,1685125,Janet,,78729,30.44934,-97.76359,Private room,120,2,25,2021-11-24,0.16,1,364,0,
331549,One Room with Private Bathroom,1690383,Sandra,,78725,30.23911,-97.58625,Private room,,2,0,,,1,0,0,
333442,Rare Secluded 1940s Cool Blue Private Pool,1698318,Virginia,,78703,30.31267,-97.76641,Entire home/apt,226,3,186,2024-11-04,1.26,1,295,11,
333815,Solar Sanctuary - Austin Room,372962,Kim,,78704,30.25381,-97.75262,Private room,102,2,194,2024-11-25,1.25,1,150,20,
334554,ACL Great 2Bed Condo minutes to Downtown & Zilker,1703984,Cindy,,78704,30.24178,-97.77681,Entire home/apt,,7,6,2019-03-12,0.04,1,0,0,
334616,Great SXSW East Central Apartment,608539,D,,78741,30.24481,-97.72379,Entire home/apt,,1,2,2013-03-17,0.01,1,0,0,
335231,Travis Heights Urban Farm House,1665428,Krista,,78704,30.23841,-97.74402,Entire home/apt,,28,2,2024-05-03,0.01,1,0,1,
335945,"Comfy, Quiet and Well Appointed Austin townhome",1555683,Patrick,,78741,30.24026,-97.73338,Entire home/apt,,3,33,2023-10-23,0.21,1,0,0,
337125,"1800 Sq ft, 3-2 home in NW Austin",261883,Carolyn,,78759,30.42035,-97.76685,Private room,80,32,33,2015-10-06,0.21,1,83,0,
340630,2 Bedroom duplex for monthly rental,531267,Shelley,,78757,30.33061,-97.72531,Entire home/apt,50,30,28,2024-11-24,0.18,4,7,4,
341382,SXSW | 4 bedroom home near Downtown,1205884,Luke And Rachel,,78702,30.26543,-97.71338,Entire home/apt,,4,124,2019-03-17,0.80,1,0,0,
341530,The Austinville House South Congress,740347,Chris,,78704,30.24746,-97.75662,Entire home/apt,140,2,207,2024-11-16,1.35,2,125,8,
341596,South Austin Ultra Modern,1733004,Julie,,78704,30.24623,-97.75904,Private room,135,2,104,2024-10-20,0.67,1,178,6,
342039,"Garden Guesthouse, central East Austin gem.",1735494,Steph And Joey,,78702,30.25158,-97.73147,Entire home/apt,100,1,412,2024-11-12,2.66,2,154,29,
342243,Spacious Private Master Suite by the Month.,1736662,Teresa,,78759,30.41633,-97.75228,Private room,40,31,6,2024-12-04,0.08,1,209,2,
343462,Charming Family Friendly Studio,1742984,Rachel,,78721,30.26895,-97.68947,Entire home/apt,99,1,285,2024-11-17,1.84,1,310,17,
343889,Close-in Central/East Garage Apt,1744639,Darcy,,78702,30.27293,-97.72288,Entire home/apt,52,30,41,2024-11-04,0.26,1,202,6,
345221,Austin Historic Home Downtown SxSW,1644218,Cecily,,78701,30.27247,-97.74796,Entire home/apt,,3,8,2019-11-03,0.05,2,0,0,
345473,Exquisite Boutique SoCo Cottage with Shops and Restaurants Nearby,1751224,Whitney,,78704,30.24619,-97.74569,Entire home/apt,189,3,249,2024-11-10,1.74,1,152,34,
345536,Artist's Hm. in Hip Bouldin Creek Area,1752493,Gigi,,78704,30.2466,-97.76157,Entire home/apt,182,1,343,2024-11-30,2.23,2,304,23,
347572,East Austin Bungalow,1761506,Savanna,,78702,30.26448,-97.71715,Entire home/apt,,2,29,2020-03-01,0.19,1,0,0,
347654,"Location! SOCO, S Congress 3bd Home w/ Cowboy Pool",1761915,Charm,,78704,30.23661,-97.7449,Entire home/apt,514,1,71,2024-09-02,0.46,3,99,2,
347935,for formula one only...,1763742,Amber,,78704,30.25152,-97.76212,Entire home/apt,,5,1,2012-03-18,0.01,1,0,0,
349447,"Eastside Cabana - Near UT,Downtown",1770424,Jason,,78702,30.27871,-97.72332,Entire home/apt,91,1,988,2024-11-28,6.37,8,345,104,
349635,Central Austin Bed and Bath ( private bath) 78703,1771402,Cindie,,78703,30.29932,-97.77631,Private room,72,1,74,2024-10-20,0.54,2,17,5,
349734,1910's Downtown Garage Apartment,12409,Flip,,78703,30.27456,-97.75618,Entire home/apt,500,1,2,2012-03-20,0.01,3,365,0,
350072,Updated Home Near Downtown w/Pool,1714818,Jessica,,78704,30.24643,-97.76403,Entire home/apt,,3,6,2014-11-04,0.04,1,0,0,
351865,French country charming room/bath,1782559,Julie,,78754,30.33345,-97.64937,Private room,,1,0,,,1,0,0,
353261,4/3.5 SoCo Bungalow,1789494,Lara,,78704,30.24276,-97.75211,Entire home/apt,575,3,225,2024-10-20,1.72,1,94,10,
354263,Best Little Guesthouse in Austin,1752493,Gigi,,78704,30.24821,-97.76343,Entire home/apt,127,1,432,2024-11-24,2.78,2,346,17,
354513,SXSW-Historic Home luxury-Central East Downtown,1795232,Sara,,78702,30.25884,-97.73056,Entire home/apt,,3,5,2017-03-15,0.03,1,0,0,
354569,Ultimate casually elegant retreat,2049988,Mike,,78703,30.28885,-97.76001,Entire home/apt,,3,10,2017-05-21,0.06,1,0,0,
355176,Private South Austin Guest House,1798140,Scott,,78745,30.22187,-97.7747,Entire home/apt,,30,21,2021-05-02,0.14,1,0,0,
811086,UNIQUE Downtown/ Prime Location/CLEAN,419707,Julia,,78701,30.27485,-97.7486,Entire home/apt,,1,7,2019-04-28,0.09,3,0,0,
813709,Cozy Bright Hyde Park Guest House,578211,Pete,,78751,30.30263,-97.7293,Entire home/apt,68,14,69,2024-12-05,0.48,10,321,5,
814908,"The Austin Oasis, Best Group Travel Spot in Austin",2762526,Moya,,78704,30.25551,-97.7741,Entire home/apt,843,3,105,2024-09-02,0.72,8,250,19,
826750,Luxe Ranch Vibe in Austin-5BR 3200SF Deck Fire Pit,3584580,Katherine,,78726,30.44262,-97.82678,Entire home/apt,209,2,60,2024-09-02,0.57,3,323,8,
839470,"Cute, cozy room in Barton Hills",889533,Sandra,,78704,30.24565,-97.77877,Private room,,1,0,,,1,0,0,
846780,deco chic 2/1 cottage - zilker/sola,4421865,Tina,,78704,30.25222,-97.7704,Entire home/apt,154,3,230,2023-10-29,1.59,1,194,0,
850518,Prime east-side location,3354999,Mollie,,78702,30.26379,-97.72015,Entire home/apt,,2,127,2023-12-18,0.89,2,0,1,
860402,Austin Downtown Urban Oasis - 2 br 1 1/2 bath,4506424,Abigail,,78701,30.26986,-97.7485,Entire home/apt,130,30,9,2021-10-26,0.07,1,325,0,
5456,"Walk to 6th, Rainey St and Convention Ctr",8028,Sylvia,,78702,30.26057,-97.73441,Entire home/apt,104,2,699,2024-11-17,3.64,1,354,32,
5769,NW Austin Room,8186,Elizabeth,,78729,30.45697,-97.78422,Private room,,1,299,2024-06-09,1.67,1,0,5,
6413,Gem of a Studio near Downtown,13879,Todd,,78704,30.24885,-97.73587,Entire home/apt,,30,122,2024-10-01,0.67,1,1,2,
6448,"Secluded Studio @ Zilker - King Bed, Bright & Airy",14156,Amy,,78704,30.26034,-97.76487,Entire home/apt,159,3,332,2024-11-17,2.05,1,128,20,
8502,Woodland Studio Lodging,25298,Karen,,78741,30.23466,-97.73682,Entire home/apt,48,4,53,2024-04-14,0.29,1,88,2,
13035,Historic house in highly walkable East Austin,50793,Molly,,78702,30.26098,-97.73072,Entire home/apt,135,30,18,2023-06-19,0.11,2,241,0,
22828,Garage Apartment central SE Austin,56488,David,,78741,30.23614,-97.73225,Entire home/apt,58,30,54,2024-11-23,0.30,1,311,3,
27632,Clarksville Condo - Weekly Rentals Only!,119441,Angele,,78703,30.276762,-97.7598146,Entire home/apt,95,3,97,2024-12-02,0.56,1,353,3,
40285,"OUTDOOR LIVING IN AUSTIN, TX",170787,Robbie,,78731,30.35123,-97.76207,Entire home/apt,450,2,41,2024-04-09,0.24,1,364,1,
50318,Scooby Doo House,12409,Flip,,78705,30.28588,-97.75145,Entire home/apt,90,5,38,2024-10-22,0.22,3,295,3,
57187,"An Austin ""Weird"" Home in Peaceful Zilker Park",272156,Lois,,78704,30.25756,-97.76995,Entire home/apt,88,1,1071,2024-12-01,6.30,2,349,55,
69303,Hestia - Zilker Townhome - A Barton Springs Oasis,272156,Lois,,78704,30.26146,-97.77276,Entire home/apt,123,1,251,2024-10-19,1.51,2,361,18,
355232,Great SXSW Location. 3br/2baths,1798084,Jeffrey,,78704,30.24748,-97.74724,Entire home/apt,1000,1,5,2024-10-20,0.03,1,365,2,
355328,SXSW - musician's home,1798834,Joan,,78704,30.23928,-97.77907,Entire home/apt,,1,0,,,1,0,0,
355792,"Clean, Cute & Central-Clarksville!",1801114,An,,78703,30.28097,-97.75393,Entire home/apt,,2,13,2021-11-29,0.08,1,0,0,
356675,Midcentury Modern in Central Austin,1805253,Trey,,78703,30.3054,-97.76974,Entire home/apt,,30,2,2013-06-01,0.01,1,0,0,
356719,Cozy and Modern Home,1805524,Jai,,78723,30.30571,-97.69464,Entire home/apt,,2,1,2012-11-20,0.01,1,0,0,
356837,Upscale 3 story Downtown Townhouse,1806205,Varun,,78701,30.28184,-97.74276,Entire home/apt,313,5,40,2024-11-30,0.26,3,365,5,
357529,Zilker Home walking distance to Zilker Park,1808807,Renee,,78704,30.25478,-97.76854,Entire home/apt,185,3,410,2024-12-11,2.64,1,133,41,
358643,Entertainers Delight Close to SOCO,1815367,Kathy,,78704,30.22971,-97.76695,Entire home/apt,,1,0,,,1,0,0,
362460,SXSW  Bungalow Available 2/1,1831617,Chris,,78756,30.31744,-97.74547,Entire home/apt,,4,0,,,1,0,0,
362525,Quiet Country Cottage Near Downtown,1827423,Vicki,,78741,30.22314,-97.71985,Entire home/apt,65,30,42,2024-04-30,0.27,1,134,1,
362662,Downtown Central Austin East - HUGE HOUSE,1832618,Robert,,78702,30.25313,-97.72534,Entire home/apt,757,29,106,2023-11-13,0.72,1,243,0,
363944,The Big Zilker. Minutes to it all!,1840480,Scott & Sally,,78704,30.25795,-97.77202,Entire home/apt,866,4,33,2023-05-08,0.25,14,131,0,
364025,Perfect for ACL/SXSW. Walk everywhere!,1839064,Adriana,,78703,30.27371,-97.75301,Entire home/apt,,5,13,2019-03-14,0.09,1,0,0,
364269,"Zilker Treehouse. Minutes Music, Eateries more.",1840480,Scott & Sally,,78704,30.25954,-97.76978,Entire home/apt,225,4,122,2024-11-06,0.79,14,217,10,
365471,Hip E.Side Downtwn House Walk 2 ALL!,1845598,D.K.,,78702,30.259561656337453,-97.7343602180481,Entire home/apt,496,1,110,2024-10-21,0.71,1,94,6,
367356,"2BR dog-friendly w/patio, W/D, full kitchen",1488733,Vacasa Texas,,78751,30.3065,-97.72278,Entire home/apt,150,1,187,2024-10-20,1.21,11,365,6,
367789,Completely Renovated Mid Century,1856695,John,,78703,30.30549,-97.77147,Entire home/apt,,4,1,2014-03-17,0.01,1,0,0,
369090,SXSW Walk to Downtown. 2br Apt.,1861886,Sarah,,78704,30.25858,-97.75181,Entire home/apt,,1,0,,,1,0,0,
381240,SoCo  LUX Urban abode- Walk to South Congress,1887493,Susan,,78704,30.253802570621524,-97.74358690201373,Entire home/apt,375,4,17,2024-10-22,0.12,1,172,4,
406911,Down Home•Banana Bread•Massage Chair•Screen Porch,1652515,Cynthia,,78704,30.25909,-97.756,Entire home/apt,179,1,457,2024-11-28,3.08,1,336,17,
412290,GREAT Room - SOUTH CONGRESS Area!,1726978,Benjamin,,78704,30.23899,-97.7522,Private room,,3,51,2015-05-19,0.35,2,0,0,
424279,"Steps to S. Congress, 2 bedroom oasis w/ pool",1275188,Susie & Eoin,,78704,30.241,-97.75371,Entire home/apt,174,30,30,2024-12-01,0.21,1,254,1,
430683,Architectual Gem/ Pool,2141281,Melanie,,78731,30.33875,-97.76135,Entire home/apt,695,31,2,2016-05-30,0.01,4,148,0,
433996,Modern Loft in the Heart of ATX | Walk to Zilker,2157243,Sean,,78704,30.26139,-97.77566,Entire home/apt,101,2,312,2024-12-08,2.04,7,51,20,
435211,Austin Historic home bedroom only,1644218,Cecily,,78701,30.27241,-97.74894,Private room,,2,164,2020-02-15,1.07,2,0,0,
461404,Cute & Cozy Central Austin House,1021729,Nita,,78756,30.3239,-97.731,Entire home/apt,107,2,98,2024-05-13,0.67,1,116,4,
463790,Classy Private Executive Home,1487463,Al,,78736,30.23945,-97.90395,Entire home/apt,200,30,0,,,1,201,0,
474901,Minutes to Zilker Park and Barton Springs!,2354063,Marit,,78704,30.25174,-97.78213,Entire home/apt,599,2,5,2016-10-10,0.04,1,365,0,
479197,Funky SoFi Condo! Walk downtown! Private bathroom,1918269,Amanda,,78704,30.258,-97.75195,Private room,62,30,35,2024-03-31,0.23,3,256,2,
485360,Downtown Condo with Austin's skyline view!,2402591,Jane,,78702,30.26778,-97.72849,Entire home/apt,,4,161,2024-05-19,1.36,1,1,12,
501861,Cozy SoCo Guest House,2476440,Michelle,,78704,30.253061,-97.745712,Entire home/apt,256,2,142,2024-12-09,1.44,3,205,26,
510168,The Retreat,793021,Steve,,78733,30.34253,-97.8616,Entire home/apt,275,2,135,2024-11-30,1.10,2,344,12,
517378,South Austin Condo with Great View,2546917,Clint,,78745,30.20976,-97.81729,Entire home/apt,,1,0,,,1,0,0,
517430,Modern Upper Level Apartment Minutes from Downtown,2546775,Rice,,78705,30.29961,-97.73449,Entire home/apt,99,2,200,2024-12-01,1.47,1,177,14,
521689,Austin  Get Away,2565803,Christine,,78745,30.20208,-97.81443,Entire home/apt,190,45,17,2020-03-16,0.14,1,94,0,
522136,Downtown Oasis - Quiet Retreat,2567934,Alexis,,78701,30.27936,-97.74362,Entire home/apt,128,3,534,2024-11-24,3.51,1,144,28,
525231,"Brentwood Guest House, 875 sq ft, Fenced Yard",2507231,Kris,,78757,30.34024,-97.73739,Entire home/apt,140,2,140,2024-11-30,0.94,1,144,20,
528338,Suite Spot (Zilker),2595932,Amber,,78704,30.2619,-97.76328,Entire home/apt,99,2,569,2024-11-22,3.74,1,5,33,
540377,Beautiful SoCo House near downtown,989596,John,,78704,30.24852,-97.74502,Entire home/apt,,3,7,2020-03-21,0.05,2,0,0,
542124,Live Like a Local!,2457470,Sharon,,78702,30.27514,-97.71954,Private room,105,2,63,2024-10-21,0.44,1,349,5,
550221,Inridge Inn in South Austin,543424,Jill,,78745,30.20279,-97.82513,Entire home/apt,85,3,58,2024-10-20,0.38,1,13,6,
560094,"Best of Austin, Central, Barton Springs. Dogs ok!",4335991,Karen,,78704,30.24887,-97.7854,Entire home/apt,339,2,93,2024-03-31,0.63,1,318,2,
563735,Zen Modern Home Near Downtown AUS,2771838,Pamela,,78704,30.25289,-97.79371,Private room,55,30,1,2013-10-07,0.01,1,365,0,
587572,Austin Getaway,7976770,Andrew,,78704,30.24546,-97.76627,Entire home/apt,100,2,201,2024-11-18,1.35,1,270,6,
602877,Stylish North Central with Pool - Walking friendly,1280071,Alexis,,78757,30.35992,-97.7331,Entire home/apt,85,7,6,2024-02-11,0.04,1,364,1,
607536,Mid-Century Modern East Austin- 2 Rooms in a house,2546033,Adam,,78723,30.30308,-97.67689,Private room,111,30,149,2024-10-21,1.00,4,229,1,
609618,Clean Room & Own Bath in 50's home,2989106,Janet,,78722,30.29991,-97.71398,Private room,,2,28,2019-12-09,0.19,1,0,0,
622495,The Blue Dahlia--close to Downtown!,12409,Flip,,78705,30.28714,-97.75258,Entire home/apt,60,5,58,2024-11-11,0.39,3,273,16,
628034,Charming Vintage Craftsman w/ Huge Yard - East DT,2436512,Crystal,,78702,30.27191,-97.71989,Entire home/apt,161,1,751,2024-11-28,5.02,7,268,60,
632659,Central/East Maple Ave. Guest House,3147504,Michelle,,78722,30.28273,-97.71702,Entire home/apt,171,2,508,2024-12-01,3.46,1,189,57,
637480,NA Bright Cozy Gem,3179679,Jaz,,78703,30.27808,-97.75098,Entire home/apt,,3,10,2019-10-14,0.10,1,0,0,
644051,"Central Austin, close to everything. Monthly rates",3222157,Tracey,,78704,30.25084,-97.73897,Entire home/apt,786,2,36,2022-06-22,0.27,1,365,0,
649833,SXSW Downtown Austin 94 Walk Score,3262147,Perry,,78701,30.27508,-97.75095,Entire home/apt,899,3,1,2013-03-13,0.01,1,365,0,
660425,The Casita on Hether St,3333277,Gisela,,78704,30.25278,-97.77303,Entire home/apt,172,2,182,2024-11-11,1.23,1,251,9,
